occ_code,occ_title,group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
19-4092,Forensic science technicians,,         11030,       4.7,         22.79,         47390,           1.5,         13.15,         16.44,         21.44,         27.47,         34.18,         27350,         34200,         44590,         57130,         71100,,
19-4093,Forest and conservation technicians,,         29940,       1.6,         15.13,         31480,           0.3,          9.83,         11.52,         13.72,         17.93,         21.97,         20450,         23970,         28540,         37300,         45700,,
19-4099,"Life, physical, and social science technicians, all other",,         63810,       2.1,         21.72,         45180,           3.0,         11.17,         14.32,         19.25,         26.44,         35.21,         23220,         29790,         40030,         54990,         73230,,
21-0000,Community and social services occupations,major,       1692950,       0.5,         18.04,         37530,           0.4,          9.70,         12.49,         16.52,         22.15,         28.52,         20170,         25970,         34360,         46080,         59310,,
21-1011,Substance abuse and behavioral disorder counselors,,         72210,       2.0,         16.73,         34800,           1.1,         10.35,         12.58,         15.66,         19.72,         24.56,         21530,         26160,         32580,         41010,         51090,,
21-1012,"Educational, vocational, and school counselors",,        214160,       0.9,         23.33,         48530,           0.6,         13.00,         17.05,         22.33,         28.50,         35.30,         27040,         35450,         46440,         59270,         73420,,
21-1013,Marriage and family therapists,,         18500,       3.2,         21.90,         45550,           1.5,         12.67,         16.12,         20.34,         25.90,         32.65,         26360,         33520,         42300,         53880,         67920,,
21-1014,Mental health counselors,,         87220,       2.4,         18.01,         37470,           0.9,         10.46,         12.71,         16.35,         21.53,         28.02,         21760,         26440,         34010,         44790,         58280,,
21-1015,Rehabilitation counselors,,        117230,       1.8,         15.07,         31350,           0.7,          9.02,         10.72,         13.62,         17.81,         23.85,         18750,         22300,         28330,         37050,         49610,,
21-1019,"Counselors, all other",,         21390,       3.1,         19.01,         39540,           1.2,          9.86,         13.27,         17.91,         23.89,         28.74,         20520,         27600,         37250,         49690,         59780,,
