CIP_Code,CIP_Desc,credential_level_tags,year,avg_debt_debt_all_stgp_any_mean,avg_postgrad_earnings,avg_income_a_mean_broad_detailed,weighted_income_a_mean_by_tot_emp,avg_income_a_pct10_broad_detailed,avg_income_a_pct90_broad_detailed,sum_employment_tot_emp
1612,Ancient/Classical Greek Language and Literature.,Bachelor's Degree,2016,21448,,62143,61265,32920,100503,1083320
1612,Ancient/Classical Greek Language and Literature.,Bachelor's Degree,2017,14689,,63533,62651,34253,102217,1107620
1612,Ancient/Classical Greek Language and Literature.,Bachelor's Degree,2018,19722,24324,66243,64215,35293,108657,1134300
1612,Ancient/Classical Greek Language and Literature.,Bachelor's Degree,2019,19167,27020,67700,65777,36413,109820,1119580
1612,Ancient/Classical Greek Language and Literature.,Bachelor's Degree,2020,19638,,68630,67129,37347,111470,1070710
1616,American Sign Language (ASL).,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,21554,,65105,63205,30938,107900,1278190
1616,American Sign Language (ASL).,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,22642,27383,66308,64399,30945,109510,1296890
1616,American Sign Language (ASL).,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,21927,28043,68930,65996,33342,115615,1318050
1616,American Sign Language (ASL).,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,21383,32235,70955,68054,35202,118418,1320900
1616,American Sign Language (ASL).,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21224,,73080,70099,35268,122740,1265450
1699,"Foreign Languages, Literatures, and Linguistics, Other.",Bachelor's Degree|Undergraduate Certificate or Diploma,2016,20209,,62143,61265,32920,100503,1083320
1699,"Foreign Languages, Literatures, and Linguistics, Other.",Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23336,36600,63533,62651,34253,102217,1107620
1699,"Foreign Languages, Literatures, and Linguistics, Other.",Bachelor's Degree|Undergraduate Certificate or Diploma,2018,23798,34692,66243,64215,35293,108657,1134300
1699,"Foreign Languages, Literatures, and Linguistics, Other.",Bachelor's Degree,2019,21962,38392,67700,65777,36413,109820,1119580
1699,"Foreign Languages, Literatures, and Linguistics, Other.",Bachelor's Degree,2020,21043,,68630,67129,37347,111470,1070710
1901,"Family and Consumer Sciences/Human Sciences, General.",Associate's Degree|Bachelor's Degree,2016,25933,,62120,61375,32903,96577,1014840
1901,"Family and Consumer Sciences/Human Sciences, General.",Associate's Degree|Bachelor's Degree,2017,26127,28229,64100,62809,34733,99853,1038260
1901,"Family and Consumer Sciences/Human Sciences, General.",Associate's Degree|Bachelor's Degree,2018,24299,29492,64737,64277,35187,100623,1061670
1901,"Family and Consumer Sciences/Human Sciences, General.",Bachelor's Degree,2019,25396,28867,67973,65860,34780,106307,1046720
1901,"Family and Consumer Sciences/Human Sciences, General.",Associate's Degree|Bachelor's Degree,2020,24881,,67930,67272,34390,107230,1001360
1902,Business Family and Consumer Sciences/Human Sciences.,Bachelor's Degree,2016,23011,,81147,72838,38384,103639,2656980
1902,Business Family and Consumer Sciences/Human Sciences.,Bachelor's Degree,2017,22844,35875,82477,73871,39584,105414,2727030
1902,Business Family and Consumer Sciences/Human Sciences.,Bachelor's Degree,2018,24225,41316,83389,75861,40348,106236,2783910
1902,Business Family and Consumer Sciences/Human Sciences.,Bachelor's Degree|Undergraduate Certificate or Diploma,2019,22606,39434,85243,77996,40870,109583,2868900
1902,Business Family and Consumer Sciences/Human Sciences.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,22172,,87664,81907,42112,112927,2761670
1904,Consumer Economics.,Bachelor's Degree,2016,26620,,82680,119535,33897,98405,213440
1904,Consumer Economics.,Bachelor's Degree,2017,26622,33814,84527,120702,35307,102090,211950
1904,Consumer Economics.,Bachelor's Degree,2018,26909,36054,83880,118696,35803,102185,210360
1904,Consumer Economics.,Bachelor's Degree,2019,25684,34310,85760,116333,35583,109630,221060
1904,Consumer Economics.,Bachelor's Degree,2020,23754,,86313,119688,35313,109780,228410
1905,"Foods, Nutrition, and Related Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,23961,,46483,36156,26407,70657,1616510
1905,"Foods, Nutrition, and Related Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2017,25011,29515,47857,37148,27463,72973,1638600
1905,"Foods, Nutrition, and Related Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2018,25342,32333,48658,38166,28143,73883,1684170
1905,"Foods, Nutrition, and Related Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,25047,30004,50765,39158,28390,77175,1748100
1905,"Foods, Nutrition, and Related Services, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,24328,,51245,39911,28835,78183,1570880
1906,Facilities Planning and Management.,Bachelor's Degree,2016,24730,,58295,53801,28115,92768,160600
1906,Facilities Planning and Management.,Bachelor's Degree,2017,25399,41525,60070,54829,29688,95235,169520
1906,Facilities Planning and Management.,Bachelor's Degree,2018,21400,45590,60680,55693,30838,95850,177290
1906,Facilities Planning and Management.,Bachelor's Degree|Undergraduate Certificate or Diploma,2019,18838,39918,63465,57085,31090,100530,189130
1906,Facilities Planning and Management.,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21028,,63435,57987,31025,101460,179330
1907,Adult Development and Aging.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,21162,,54542,32171,28775,81502,1468710
1907,Adult Development and Aging.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20520,25836,55462,33013,29798,83078,1516870
1907,Adult Development and Aging.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,20704,25612,56516,33793,30528,84044,1538730
1907,Adult Development and Aging.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,20949,27260,58502,34644,31455,86645,1553580
1907,Adult Development and Aging.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,20962,,59879,36611,31814,89366,1412910
1909,Apparel and Textile Manufacture.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,22027,,75830,84313,36182,110294,971010
1909,Apparel and Textile Manufacture.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,22281,33717,79399,88538,38072,115050,913740
1909,Apparel and Textile Manufacture.,Associate's Degree|Bachelor's Degree,2018,22712,36014,80804,89345,39035,117549,978510
1909,Apparel and Textile Manufacture.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,20954,35844,82379,90740,39228,120019,1048310
1909,Apparel and Textile Manufacture.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21955,,84479,94002,40681,122734,1062540
1999,"Family and Consumer Sciences/Human Sciences, Other.",Bachelor's Degree,2020,20295,,,,,,
2200,Legal Studies.,Bachelor's Degree|Undergraduate Certificate or Diploma,2016,33274,,59675,54992,31520,103955,322270
2200,Legal Studies.,Bachelor's Degree|Undergraduate Certificate or Diploma,2017,34410,34559,60935,55775,31270,105065,334850
2200,Legal Studies.,Associate's Degree|Bachelor's Degree,2018,33364,36142,62960,56568,32300,108375,353090
2200,Legal Studies.,Associate's Degree|Bachelor's Degree,2019,33578,37153,62930,56922,32115,108605,374950
2200,Legal Studies.,Associate's Degree|Bachelor's Degree,2020,27690,,64965,58613,32770,112840,378030
2201,Law.,Undergraduate Certificate or Diploma,2016,25549,,102947,135726,40645,144135,697000
2201,Law.,Undergraduate Certificate or Diploma,2017,25728,22900,103667,137479,40955,145898,709560
2201,Law.,Bachelor's Degree,2018,19614,,104930,139633,40768,145745,725130
2201,Law.,Bachelor's Degree,2019,19562,111928,106273,140926,42280,149232,739120
2202,"Advanced Legal Research/Studies, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2016,28978,,137205,139745,50895,,635540
2202,"Advanced Legal Research/Studies, General.",Bachelor's Degree|Post-baccalaureate Certificate,2017,26725,30967,135865,141574,49140,,645270
2202,"Advanced Legal Research/Studies, General.",Bachelor's Degree|Post-baccalaureate Certificate,2018,22511,40353,137470,143882,47110,,659740
2202,"Advanced Legal Research/Studies, General.",Bachelor's Degree|Post-baccalaureate Certificate,2019,24380,45235,137625,144931,48635,,673350
2202,"Advanced Legal Research/Studies, General.",Bachelor's Degree|Post-baccalaureate Certificate,2020,21385,,141835,148596,51570,,673050
2203,Court Interpreter.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,27001,,54000,52185,28600,89650,619380
2203,Court Interpreter.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25661,28971,54688,52921,28568,89608,626910
2203,Court Interpreter.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,25589,31724,56514,54219,29672,93158,639290
2203,Court Interpreter.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,25167,32647,58467,55206,30298,96220,669380
2203,Court Interpreter.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,24333,,60080,56854,31137,99308,664740
2299,"Legal Professions and Studies, Other.",Associate's Degree|Bachelor's Degree,2016,27592,,,,,,
2299,"Legal Professions and Studies, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25475,34250,,,,,
2299,"Legal Professions and Studies, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,26531,34205,,,,,
2299,"Legal Professions and Studies, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24716,31724,,,,,
2299,"Legal Professions and Studies, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,24047,,,,,,
2301,"English Language and Literature, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,23822,,59067,62157,31877,94780,1085950
2301,"English Language and Literature, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23639,26956,60310,63552,32850,97497,1107790
2301,"English Language and Literature, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,23413,29219,61480,64981,33380,98533,1129750
2301,"English Language and Literature, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,23102,27881,63103,66643,34377,101490,1111510
2301,"English Language and Literature, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,22858,,64450,68053,35663,103053,1062410
2313,Creative Writing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,24161,,66822,71556,30547,110503,469210
2313,Creative Writing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23596,28748,67915,72629,30708,112588,461980
2313,Creative Writing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,23875,30535,69193,74265,32367,114833,453240
2313,Creative Writing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,23643,29180,71122,77136,34127,118500,469570
2313,Creative Writing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,23390,,73937,80905,34950,123813,452640
2314,American Literature (Canadian).,Bachelor's Degree,2016,27080,,71380,70669,31643,120380,213130
2314,American Literature (Canadian).,Bachelor's Degree,2017,25242,23333,72670,72149,32707,122950,211330
2314,American Literature (Canadian).,Bachelor's Degree|Undergraduate Certificate or Diploma,2018,24211,27188,73573,73091,33460,124833,209320
2314,American Literature (Canadian).,Bachelor's Degree|Undergraduate Certificate or Diploma,2019,24420,23000,75317,75015,34747,128540,209760
2314,American Literature (Canadian).,Bachelor's Degree|Undergraduate Certificate or Diploma,2020,24355,,77977,77331,36273,133817,202410
2399,"English Language and Literature/Letters, Other.",Bachelor's Degree,2016,22358,,76140,76140,35790,130890,71270
2399,"English Language and Literature/Letters, Other.",Bachelor's Degree,2017,23937,22450,77660,77660,36770,135630,69140
2399,"English Language and Literature/Letters, Other.",Bachelor's Degree,2018,22986,32623,78150,78150,37180,135020,68360
2399,"English Language and Literature/Letters, Other.",Bachelor's Degree,2019,23632,26782,80180,80180,37960,140890,67930
2399,"English Language and Literature/Letters, Other.",Bachelor's Degree,2020,21884,,81340,81340,39320,141190,64800
2401,General Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,19037,,73990,73990,24990,130090,194870
2401,General Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,19042,26190,74630,74630,21020,131390,189270
2401,General Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,18801,27734,76990,76990,27490,136490,183750
2401,General Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,18931,27547,80720,80720,31570,144210,201320
2401,General Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,18696,,86430,86430,29030,156550,194740
2501,Archives/Archival Administration.,Bachelor's Degree|Post-baccalaureate Certificate,2016,26386,,79687,110882,41837,122563,414300
2501,Archives/Archival Administration.,Bachelor's Degree|Post-baccalaureate Certificate,2017,26105,32467,80777,111936,42127,124783,441210
2501,Archives/Archival Administration.,Bachelor's Degree|Post-baccalaureate Certificate,2018,25715,27604,82480,114400,42667,128497,473860
2501,Archives/Archival Administration.,Bachelor's Degree|Post-baccalaureate Certificate,2019,25461,25986,65530,62179,37307,101400,146640
2501,Archives/Archival Administration.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2020,28057,,67443,63860,38037,104300,145850
2503,Library and Archives Assisting.,Associate's Degree,2016,16796,,34780,34780,19680,52880,93410
2503,Library and Archives Assisting.,Associate's Degree|Undergraduate Certificate or Diploma,2017,21182,,35510,35510,20240,54170,90030
2503,Library and Archives Assisting.,Associate's Degree,2018,16088,16020,36080,36080,21350,54910,88690
2503,Library and Archives Assisting.,Associate's Degree,2019,19398,20636,36950,36950,22010,56170,88720
2503,Library and Archives Assisting.,Associate's Degree|Undergraduate Certificate or Diploma,2020,19413,,39630,39630,23110,61650,89070
